"LONGITUDE","LATITUDE","ISLAND","SITE","SITEVISITID","OBS_YEAR"
-173.9882841,25.99555705,"Lisianski","LIS-04091",7332,2014
-173.9875837,26.01828449,"Lisianski","LIS-04037",7333,2014
-173.9559259,26.00335917,"Lisianski","LIS-04079",7334,2014
-174.0183129,26.00404029,"Lisianski","LIS-04007",7335,2014
-174.0049536,25.98429873,"Lisianski","LIS-04005",7336,2014
-174.0093775,26.03164391,"Lisianski","LIS-04008",7337,2014
-173.9690895,26.02680671,"Lisianski","LIS-04020",7338,2014
-173.9393559,26.02011401,"Lisianski","LIS-04042",7339,2014
-174.0364165,26.06400082,"Lisianski","LIS-04098",7345,2014
-174.0158396,26.0542701,"Lisianski","LIS-04089",7346,2014
-173.992036,26.07951145,"Lisianski","LIS-04087",7347,2014
-173.9669475,26.09266517,"Lisianski","LIS-04030",7348,2014
-173.9408722,26.09493407,"Lisianski","LIS-04043",7349,2014
-173.9753394,26.06548919,"Lisianski","LIS-04076",7350,2014
-173.9396725,26.08100058,"Lisianski","LIS-04078",7351,2014
-173.9194787,26.06642478,"Lisianski","LIS-04034",7352,2014
-173.8940607,26.06496189,"Lisianski","LIS-04065",7353,2014
-173.8918756,26.04736157,"Lisianski","LIS-04094",7354,2014
-174.0282349,26.01263928,"Lisianski","LIS-04068",7355,2014
-173.8503069,25.99620321,"Lisianski","LIS-04035",7356,2014
-173.8759794,26.01988041,"Lisianski","LIS-04019",7357,2014
-173.9592833,26.06340244,"Lisianski","LIS-04067",7358,2014
144.7186988,13.24485691,"Guam","GUA-01179",7365,2014
144.711776,13.24087777,"Guam","GUA-01167",7368,2014
144.7073594,13.24119989,"Guam","GUA-01160",7369,2014
144.701416,13.24106603,"Guam","GUA-01185",7370,2014
144.7027728,13.24155511,"Guam","GUA-01202",7371,2014
144.7090573,13.2401871,"Guam","GUA-01147",7372,2014
144.7038539,13.24080057,"Guam","GUA-01156",7373,2014
144.7159429,13.24175703,"Guam","GUA-01145",7374,2014
144.7024407,13.23960347,"Guam","GUA-01148",7375,2014
144.6989525,13.24031568,"Guam","GUA-01159",7376,2014
144.69993,13.23930466,"Guam","GUA-01193",7377,2014
144.6993153,13.24115572,"Guam","GUA-01191",7378,2014
144.6951384,13.24108019,"Guam","GUA-01197",7379,2014
144.6995307,13.24014955,"Guam","GUA-01166",7380,2014
144.7070559,13.24196842,"Guam","GUA-01203",7381,2014
144.7153315,13.24110559,"Guam","GUA-01151",7403,2014
144.7066532,13.24055096,"Guam","GUA-01146",7404,2014
144.715186,13.24343769,"Guam","GUA-01183",7405,2014
144.7095064,13.24158059,"Guam","GUA-01182",7406,2014
144.704575,13.24150415,"Guam","GUA-01171",7407,2014
144.70323,13.24143,"Guam","GUA-01301",7429,2014
144.70282,13.24101,"Guam","GUA-01302",7430,2014
144.70511,13.24126,"Guam","GUA-01303",7431,2014
144.70546,13.24155,"Guam","GUA-01304",7432,2014
144.70784,13.24113,"Guam","GUA-01305",7433,2014
144.70201,13.23984,"Guam","GUA-01306",7434,2014
144.7106,13.24164,"Guam","GUA-01307",7435,2014
144.7074,13.24108,"Guam","GUA-01308",7436,2014
144.70703,13.24146,"Guam","GUA-01309",7437,2014
144.70428,13.24173,"Guam","GUA-01310",7438,2014
144.70831,13.24117,"Guam","GUA-01311",7439,2014
144.71138,13.24192,"Guam","GUA-01312",7440,2014
