"LONGITUDE","LATITUDE","ISLAND","SITE","SITEVISITID","OBS_YEAR"
-155.3492215,20.04969385,"Hawaii","HAW-00323",3134,2010
-155.3638895,20.05500748,"Hawaii","HAW-00198",3135,2010
-155.087413,19.75809826,"Hawaii","HAW-00190",3136,2010
-155.0273058,19.74435185,"Hawaii","HAW-00272",3137,2010
-155.0688391,19.74751619,"Hawaii","HAW-00302",3138,2010
-154.971091,19.65415243,"Hawaii","HAW-00177",3139,2010
-154.9769788,19.66447676,"Hawaii","HAW-00136",3140,2010
-155.0356113,19.74035217,"Hawaii","HAW-00203",3141,2010
-155.0729444,19.75570179,"Hawaii","HAW-00358",3142,2010
-155.7955527,19.00717646,"Hawaii","HAW-00335",3146,2010
-155.8204122,19.01212153,"Hawaii","HAW-00246",3147,2010
-155.8815182,19.03992992,"Hawaii","HAW-00447",3148,2010
-155.7417628,18.96924701,"Hawaii","HAW-00290",3152,2010
-155.7862736,18.99763014,"Hawaii","HAW-00181",3153,2010
-155.838986,19.01857392,"Hawaii","HAW-00503",3154,2010
-155.8746872,19.03261788,"Hawaii","HAW-00531",3155,2010
-155.8932205,20.12523802,"Hawaii","HAW-00361",3159,2010
-155.8678176,20.08223919,"Hawaii","HAW-00346",3160,2010
-155.8322626,19.97885806,"Hawaii","HAW-00094",3161,2010
-155.8927204,19.9299064,"Hawaii","HAW-00090",3162,2010
-155.8444195,20.05506028,"Hawaii","HAW-00153",3163,2010
-155.825602,20.01060066,"Hawaii","HAW-00215",3164,2010
-155.8781193,19.93578823,"Hawaii","HAW-00111",3165,2010
-155.9174,19.1370999,"Hawaii","HAW-00297",3167,2010
-155.901572,19.21418038,"Hawaii","HAW-00428",3168,2010
-155.900432,19.24453033,"Hawaii","HAW-00265",3169,2010
-155.9163557,19.10705287,"Hawaii","HAW-00138",3170,2010
-155.9098846,19.17447103,"Hawaii","HAW-00173",3171,2010
-155.8998144,19.2123574,"Hawaii","HAW-00430",3172,2010
-155.8994194,19.25695055,"Hawaii","HAW-00248",3173,2010
-154.9554415,19.3660173,"Hawaii","HAW-00233",3178,2010
-154.8527585,19.44592735,"Hawaii","HAW-00219",3179,2010
-154.895444,19.41163539,"Hawaii","HAW-00453",3183,2010
-154.9172909,19.39825846,"Hawaii","HAW-00292",3184,2010
-155.974224,20.72091138,"Maui","MAI-00247",3188,2010
-155.983827,20.71382758,"Maui","MAI-00214",3189,2010
-156.0077445,20.6837016,"Maui","MAI-00233",3190,2010
-155.9843535,20.71870417,"Maui","MAI-00232",3191,2010
-155.9960137,20.70219342,"Maui","MAI-00262",3192,2010
-155.9979163,20.69431418,"Maui","MAI-00138",3193,2010
-156.1592698,20.86563164,"Maui","MAI-00182",3198,2010
-156.1787089,20.88027349,"Maui","MAI-00178",3199,2010
-156.2922054,20.94429052,"Maui","MAI-00255",3200,2010
-156.2939629,20.94686503,"Maui","MAI-00200",3201,2010
-156.2112697,20.90330738,"Maui","MAI-00235",3202,2010
-156.2319431,20.9291399,"Maui","MAI-00092",3203,2010
-156.2361633,20.93279919,"Maui","MAI-00093",3204,2010
-156.5015992,20.9508523,"Maui","MAI-00103",3208,2010
-156.5395724,20.99273055,"Maui","MAI-00257",3209,2010
-156.5737248,21.01818153,"Maui","MAI-00185",3210,2010
-156.6710213,21.00306887,"Maui","MAI-00184",3211,2010
-156.5252046,20.97080265,"Maui","MAI-00246",3212,2010
-156.5995799,21.03183305,"Maui","MAI-00116",3213,2010
-156.6684327,20.99470893,"Maui","MAI-00095",3214,2010
-156.6913231,20.88389154,"Maui","MAI-00152",3218,2010
-156.6705218,20.85815105,"Maui","MAI-00110",3219,2010
-156.5913139,20.79761283,"Maui","MAI-00194",3220,2010
-156.700124,20.90675158,"Maui","MAI-00170",3221,2010
-156.6905119,20.88291278,"Maui","MAI-00114",3222,2010
-156.6689049,20.85585684,"Maui","MAI-00173",3223,2010
-156.6009713,20.79620434,"Maui","MAI-00082",3224,2010
-156.5947338,20.79649955,"Maui","MAI-00165",3225,2010
-156.4258088,20.58783182,"Maui","MAI-00117",3229,2010
-156.4466003,20.64990526,"Maui","MAI-00076",3230,2010
-156.4459974,20.6452015,"Maui","MAI-00168",3231,2010
-156.4509649,20.703732,"Maui","MAI-00216",3232,2010
-156.4590817,20.71490927,"Maui","MAI-00199",3233,2010
-156.9008701,20.928252,"Lanai","LAN-00139",3234,2010
-156.8289592,20.86122469,"Lanai","LAN-00086",3235,2010
-156.8013791,20.82282426,"Lanai","LAN-00144",3236,2010
-156.9101182,20.92158705,"Lanai","LAN-00075",3237,2010
-156.8728603,20.90102607,"Lanai","LAN-00071",3238,2010
-156.8590085,20.89274274,"Lanai","LAN-00105",3239,2010
-156.8136992,20.84040161,"Lanai","LAN-00077",3240,2010
-156.8118095,20.83885431,"Lanai","LAN-00140",3241,2010
-156.9271747,20.73622512,"Lanai","LAN-00094",3248,2010
-156.9372327,20.73600585,"Lanai","LAN-00099",3249,2010
-156.964147,20.73142715,"Lanai","LAN-00131",3250,2010
-156.9914245,20.78225258,"Lanai","LAN-00132",3251,2010
-156.8797421,20.73919407,"Lanai","LAN-00082",3252,2010
-156.9875116,20.81102941,"Lanai","LAN-00074",3253,2010
-157.0423951,20.86534398,"Lanai","LAN-00113",3254,2010
-157.0590168,20.88146816,"Lanai","LAN-00133",3255,2010
-157.2590371,21.19739902,"Molokai","MOL-00088",3259,2010
-157.2724416,21.16732811,"Molokai","MOL-00069",3260,2010
-157.2574898,21.08174686,"Molokai","MOL-00075",3261,2010
-157.2545208,21.07712617,"Molokai","MOL-00060",3262,2010
-157.6684372,21.32351054,"Oahu","OAH-00083",3263,2010
-157.6780721,21.33336422,"Oahu","OAH-00182",3264,2010
-157.6834691,21.37001191,"Oahu","OAH-00101",3266,2010
-157.6767453,21.33735484,"Oahu","OAH-00074",3267,2010
-157.6856685,21.37513879,"Oahu","OAH-00184",3268,2010
-157.7079005,21.40562318,"Oahu","OAH-00215",3269,2010
-157.6958335,21.405721,"Oahu","OAH-00113",3270,2010
-158.0049205,21.29506554,"Oahu","OAH-00260",3274,2010
-158.0266087,21.2906891,"Oahu","OAH-00141",3275,2010
-158.0547591,21.2782175,"Oahu","OAH-00252",3277,2010
-159.7002359,22.17425301,"Kauai","KAU-00118",3281,2010
-159.7313241,22.14039146,"Kauai","KAU-00135",3282,2010
-159.7766146,22.08021761,"Kauai","KAU-00170",3283,2010
-159.7055008,22.16161435,"Kauai","KAU-00080",3284,2010
-159.7263119,22.15153269,"Kauai","KAU-00194",3285,2010
-159.7634606,22.13478137,"Kauai","KAU-00188",3286,2010
-159.7942446,22.08031333,"Kauai","KAU-00073",3287,2010
-160.1222994,21.98355398,"Niihau","NII-00176",3292,2010
-160.1168289,21.97527995,"Niihau","NII-00117",3293,2010
-160.1318665,21.97070302,"Niihau","NII-00111",3294,2010
-160.1666683,21.95241739,"Niihau","NII-00137",3295,2010
-160.148553,21.96267013,"Niihau","NII-00143",3299,2010
-160.1787293,21.95645638,"Niihau","NII-00157",3300,2010
-160.1944369,21.93550045,"Niihau","NII-00077",3301,2010
-160.2094899,21.90161543,"Niihau","NII-00201",3302,2010
-159.6691091,21.93093742,"Kauai","KAU-00149",3303,2010
-159.6445208,21.91669883,"Kauai","KAU-00180",3304,2010
-159.5862427,21.88977884,"Kauai","KAU-00179",3305,2010
-159.5500128,21.88554171,"Kauai","KAU-00162",3306,2010
-159.5373044,21.88598678,"Kauai","KAU-00152",3307,2010
-159.5114433,21.87106306,"Kauai","KAU-00168",3308,2010
-159.4638419,21.87361057,"Kauai","KAU-00169",3309,2010
-159.4079941,22.23548901,"Kauai","KAU-00143",3313,2010
-159.4619013,22.23748751,"Kauai","KAU-00097",3314,2010
-159.5405291,22.22163373,"Kauai","KAU-00181",3315,2010
-159.5730771,22.24683668,"Kauai","KAU-00089",3316,2010
-159.2861299,22.11410992,"Kauai","KAU-00125",3320,2010
-159.2945837,22.1080234,"Kauai","KAU-00206",3321,2010
-159.3036948,22.08828184,"Kauai","KAU-00138",3323,2010
-159.3308064,22.03879843,"Kauai","KAU-00207",3324,2010
-159.2847423,22.13601225,"Kauai","KAU-00130",3325,2010
-159.2933327,22.0829854,"Kauai","KAU-00195",3326,2010
-159.3162246,22.03984609,"Kauai","KAU-00216",3327,2010
-159.3251948,21.99935823,"Kauai","KAU-00176",3328,2010
-160.066355,21.93277155,"Niihau","NII-00169",3335,2010
-160.0819294,21.92783687,"Niihau","NII-00185",3336,2010
-160.1731634,21.839746,"Niihau","NII-00110",3337,2010
-160.1164345,21.87243165,"Niihau","NII-00212",3339,2010
-160.1532729,21.86163761,"Niihau","NII-00151",3340,2010
-160.1630025,21.8571895,"Niihau","NII-00109",3341,2010
-160.1803135,21.83073403,"Niihau","NII-00246",3342,2010
-160.1612998,21.83864177,"Niihau","NII-00097",3343,2010
-158.2383379,21.50231137,"Oahu","OAH-00165",3344,2010
-158.2031314,21.4510562,"Oahu","OAH-00221",3345,2010
-158.2039798,21.4416605,"Oahu","OAH-00271",3346,2010
-158.1869697,21.39710147,"Oahu","OAH-00166",3347,2010
-157.1254376,21.08253032,"Molokai","MOL-00074",3353,2010
-157.0581555,21.0827687,"Molokai","MOL-00160",3354,2010
-157.0372077,21.07583988,"Molokai","MOL-00109",3357,2010
-156.9470755,21.04873373,"Molokai","MOL-00147",3362,2010
-156.9629062,21.05995953,"Molokai","MOL-00127",3363,2010
-156.9737712,21.05781033,"Molokai","MOL-00166",3364,2010
-157.7473065,21.46517669,"Oahu","OAH-00120",3374,2010
-157.7641789,21.468251,"Oahu","OAH-00180",3375,2010
-157.7807197,21.47027867,"Oahu","OAH-00177",3376,2010
-157.7829164,21.48822516,"Oahu","OAH-00281",3377,2010
-157.8054174,21.50888991,"Oahu","OAH-00282",3378,2010
-157.8257171,21.53842547,"Oahu","OAH-00146",3379,2010
-157.6550673,21.28110238,"Oahu","OAH-00175",3380,2010
-157.6735045,21.28112921,"Oahu","OAH-00249",3381,2010
-157.7300368,21.27405622,"Oahu","OAH-00218",3382,2010
-157.7318501,21.27046575,"Oahu","OAH-00103",3383,2010
-157.8411075,21.26916748,"Oahu","OAH-00256",3384,2010
-157.8184105,21.25112426,"Oahu","OAH-00205",3385,2010
-157.8105107,21.25026989,"Oahu","OAH-00156",3386,2010
-157.8345517,21.26958456,"Oahu","OAH-00214",3387,2010
-157.8378143,21.27250071,"Oahu","OAH-00093",3388,2010
-157.9785733,21.28534145,"Oahu","OAH-00109",3389,2010
-157.9089283,21.29147926,"Oahu","OAH-00185",3390,2010
-158.1223068,21.29996619,"Oahu","OAH-00080",3395,2010
-158.1261702,21.31627209,"Oahu","OAH-00126",3396,2010
-158.1307295,21.32377055,"Oahu","OAH-00078",3397,2010
-158.1294762,21.33627634,"Oahu","OAH-00238",3400,2010
-157.8654742,21.2854251,"Oahu","OAH-00253",3401,2010
-157.8645416,21.29066211,"Oahu","OAH-00153",3402,2010
-157.8770628,21.29642685,"Oahu","OAH-00258",3403,2010
-157.8880644,21.2928321,"Oahu","OAH-00145",3404,2010
145.6824515,15.21748418,"Saipan","SAI-00094",3477,2011
145.6992253,15.20736789,"Saipan","SAI-00199",3478,2011
145.6981655,15.1774849,"Saipan","SAI-00198",3480,2011
145.6615057,15.18449075,"Saipan","SAI-00098",3481,2011
145.6876599,15.14920562,"Saipan","SAI-00174",3482,2011
145.6882495,15.13557991,"Saipan","SAI-00183",3483,2011
145.7502239,15.09128264,"Saipan","SAI-00087",3487,2011
145.7434087,15.13533533,"Saipan","SAI-00261",3488,2011
145.7642954,15.16129006,"Saipan","SAI-00240",3489,2011
145.7556721,15.12443449,"Saipan","SAI-00116",3490,2011
145.701895,15.11062891,"Saipan","SAI-00072",3491,2011
145.7202338,15.10522527,"Saipan","SAI-00086",3492,2011
145.7328303,15.10421583,"Saipan","SAI-00172",3493,2011
145.7488324,15.15303606,"Saipan","SAI-00294",3494,2011
145.7521795,15.15848589,"Saipan","SAI-00274",3495,2011
145.5896028,14.99099803,"Tinian","TIN-00081",3497,2011
145.6102575,14.97693395,"Tinian","TIN-00110",3498,2011
145.6201732,14.96033619,"Tinian","TIN-00159",3499,2011
145.6288922,14.94874829,"Tinian","TIN-00149",3500,2011
145.6194241,14.95246483,"Tinian","TIN-00063",3501,2011
145.6264045,14.94836583,"Tinian","TIN-00137",3502,2011
145.6300411,14.93154427,"Tinian","TIN-00146",3503,2011
145.7747603,16.71723045,"Sarigan","SAR-00060",3509,2011
145.7671863,16.71050205,"Sarigan","SAR-00073",3510,2011
145.7662397,16.70254016,"Sarigan","SAR-00087",3511,2011
145.7720675,16.69852062,"Sarigan","SAR-00104",3512,2011
145.7699044,16.70060034,"Sarigan","SAR-00109",3513,2011
145.7843597,16.69038875,"Sarigan","SAR-00069",3514,2011
145.7822368,16.69223545,"Sarigan","SAR-00105",3515,2011
145.7735165,16.69565862,"Sarigan","SAR-00090",3516,2011
145.7780554,16.69189867,"Sarigan","SAR-00095",3517,2011
145.7187997,18.08016068,"Pagan","PAG-00132",3522,2011
145.7334417,18.08740441,"Pagan","PAG-00087",3523,2011
145.7571491,18.12174339,"Pagan","PAG-00216",3524,2011
145.7542576,18.14561061,"Pagan","PAG-00151",3525,2011
145.7414082,18.08962829,"Pagan","PAG-00229",3526,2011
145.7055241,18.0495721,"Pagan","PAG-00085",3527,2011
145.7517679,18.09795446,"Pagan","PAG-00155",3528,2011
145.7553248,18.1279558,"Pagan","PAG-00220",3529,2011
145.7855128,18.17045918,"Pagan","PAG-00127",3540,2011
145.7918245,18.1689791,"Pagan","PAG-00091",3541,2011
145.8069142,18.15892585,"Pagan","PAG-00167",3542,2011
145.8091287,18.12878067,"Pagan","PAG-00215",3543,2011
145.8044234,18.11717684,"Pagan","PAG-00095",3544,2011
145.7785874,18.17066143,"Pagan","PAG-00098",3545,2011
145.7966605,18.16703534,"Pagan","PAG-00186",3546,2011
145.8059322,18.16064489,"Pagan","PAG-00243",3547,2011
145.8056278,18.12328608,"Pagan","PAG-00208",3548,2011
145.7938941,18.09869265,"Pagan","PAG-00122",3549,2011
145.7885754,18.10650182,"Pagan","PAG-00214",3550,2011
145.7797374,18.10763656,"Pagan","PAG-00217",3551,2011
145.7618355,18.09305775,"Pagan","PAG-00192",3552,2011
145.7560936,18.08060828,"Pagan","PAG-00071",3555,2011
145.7501039,18.07522274,"Pagan","PAG-00158",3556,2011
145.7425386,18.05957221,"Pagan","PAG-00078",3557,2011
145.7386626,18.0547035,"Pagan","PAG-00097",3558,2011
145.734691,18.053467,"Pagan","PAG-00211",3559,2011
145.7106869,18.05772392,"Pagan","PAG-00200",3560,2011
145.7102948,18.0596681,"Pagan","PAG-00162",3561,2011
145.710798,18.0542026,"Pagan","PAG-00204",3562,2011
145.3908552,19.69818332,"Asuncion","ASC-00079",3569,2011
145.3885663,19.68882308,"Asuncion","ASC-00073",3570,2011
145.3892748,19.68072181,"Asuncion","ASC-00098",3571,2011
145.3969418,19.67794379,"Asuncion","ASC-00114",3572,2011
145.3987523,19.70734122,"Asuncion","ASC-00072",3573,2011
145.3923614,19.70016221,"Asuncion","ASC-00093",3574,2011
145.3959077,19.70656497,"Asuncion","ASC-00084",3575,2011
145.3901659,19.69476962,"Asuncion","ASC-00116",3576,2011
145.3890072,19.6915244,"Asuncion","ASC-00129",3577,2011
145.3897493,19.68504435,"Asuncion","ASC-00121",3578,2011
145.388358,19.68437766,"Asuncion","ASC-00112",3579,2011
145.4192828,19.69357244,"Asuncion","ASC-00068",3582,2011
145.4091422,19.6758593,"Asuncion","ASC-00110",3583,2011
145.4003691,19.67622709,"Asuncion","ASC-00127",3584,2011
145.406134,19.70773249,"Asuncion","ASC-00087",3588,2011
145.4096145,19.70668509,"Asuncion","ASC-00089",3589,2011
145.4137343,19.70538765,"Asuncion","ASC-00071",3590,2011
145.4167177,19.70216037,"Asuncion","ASC-00069",3591,2011
145.4176655,19.69826689,"Asuncion","ASC-00091",3592,2011
145.4178212,19.68528592,"Asuncion","ASC-00090",3593,2011
144.8862966,20.53663096,"Farallon de Pajaros","FDP-00069",3597,2011
144.8862442,20.54810445,"Farallon de Pajaros","FDP-00105",3598,2011
144.9045882,20.54790362,"Farallon de Pajaros","FDP-00078",3599,2011
144.9000016,20.53857464,"Farallon de Pajaros","FDP-00075",3600,2011
144.8979918,20.53497897,"Farallon de Pajaros","FDP-00073",3601,2011
144.8949156,20.53460581,"Farallon de Pajaros","FDP-00070",3602,2011
144.8858418,20.54389992,"Farallon de Pajaros","FDP-00101",3603,2011
144.889037,20.55194361,"Farallon de Pajaros","FDP-00113",3604,2011
144.8953039,20.55164731,"Farallon de Pajaros","FDP-00102",3605,2011
144.902371,20.54278605,"Farallon de Pajaros","FDP-00077",3606,2011
144.8856977,20.53821531,"Farallon de Pajaros","FDP-00080",3607,2011
144.8898889,20.5363842,"Farallon de Pajaros","FDP-00104",3608,2011
145.2399383,20.02160761,"Maug","MAU-00074",3609,2011
145.2384656,20.02334082,"Maug","MAU-00154",3610,2011
145.2379209,20.01613439,"Maug","MAU-00082",3616,2011
145.2352622,20.01347481,"Maug","MAU-00071",3617,2011
145.2309113,20.01137297,"Maug","MAU-00138",3618,2011
145.2385548,20.01772167,"Maug","MAU-00131",3619,2011
145.21912,20.01159509,"Maug","MAU-00127",3622,2011
145.2354503,20.02882543,"Maug","MAU-00136",3626,2011
145.2190579,20.03540464,"Maug","MAU-00184",3627,2011
145.2309456,20.03022613,"Maug","MAU-00078",3630,2011
145.230919,20.03248245,"Maug","MAU-00137",3631,2011
145.2249374,20.03514354,"Maug","MAU-00135",3632,2011
145.2082929,20.0267515,"Maug","MAU-00115",3633,2011
145.2094031,20.03054079,"Maug","MAU-00106",3634,2011
145.2144627,20.00958234,"Maug","MAU-00084",3640,2011
145.2060879,20.02131013,"Maug","MAU-00085",3641,2011
145.2075534,20.01560264,"Maug","MAU-00126",3642,2011
145.209488,20.01346341,"Maug","MAU-00182",3643,2011
145.2149343,20.03501094,"Maug","MAU-00102",3647,2011
145.2138837,20.03297757,"Maug","MAU-00117",3648,2011
145.2072848,20.02274595,"Maug","MAU-00121",3649,2011
145.2077156,20.0196413,"Maug","MAU-00128",3650,2011
145.6918644,18.79685573,"Agrihan","AGR-00090",3651,2011
145.6993967,18.78374208,"Agrihan","AGR-00097",3652,2011
145.7023805,18.7629941,"Agrihan","AGR-00079",3653,2011
145.6945692,18.7585843,"Agrihan","AGR-00141",3654,2011
145.6919239,18.74351833,"Agrihan","AGR-00149",3655,2011
145.6664061,18.72453047,"Agrihan","AGR-00180",3656,2011
145.698549,18.78958267,"Agrihan","AGR-00061",3660,2011
145.7004052,18.77599301,"Agrihan","AGR-00087",3661,2011
145.6883491,18.73794705,"Agrihan","AGR-00127",3662,2011
145.6743713,18.73323835,"Agrihan","AGR-00136",3663,2011
145.639359,18.75145021,"Agrihan","AGR-00113",3668,2011
145.6394757,18.75679149,"Agrihan","AGR-00131",3669,2011
145.6370634,18.77465769,"Agrihan","AGR-00148",3670,2011
145.6392749,18.788402,"Agrihan","AGR-00084",3671,2011
145.6367782,18.77151682,"Agrihan","AGR-00086",3675,2011
145.6392775,18.76168619,"Agrihan","AGR-00134",3676,2011
145.6458863,18.79965328,"Agrihan","AGR-00137",3677,2011
145.641223,18.79311883,"Agrihan","AGR-00181",3678,2011
145.6479052,18.80204455,"Agrihan","AGR-00138",3679,2011
145.6355473,18.77764391,"Agrihan","AGR-00164",3680,2011
145.8299634,17.62106423,"Alamagan","ALA-00068",3681,2011
145.8216046,17.61747468,"Alamagan","ALA-00083",3682,2011
145.8160994,17.61018327,"Alamagan","ALA-00069",3683,2011
145.8254032,17.57860964,"Alamagan","ALA-00070",3684,2011
145.8375706,17.57902237,"Alamagan","ALA-00091",3685,2011
145.8460252,17.32107173,"Guguan","GUG-00077",3692,2011
145.8528129,17.30673306,"Guguan","GUG-00069",3693,2011
145.8465841,17.29537616,"Guguan","GUG-00086",3694,2011
145.8328696,17.30222711,"Guguan","GUG-00110",3695,2011
145.8317723,17.31486635,"Guguan","GUG-00109",3696,2011
145.8345876,17.32012818,"Guguan","GUG-00092",3697,2011
145.8500971,17.29761019,"Guguan","GUG-00060",3698,2011
145.8505493,17.30181749,"Guguan","GUG-00088",3699,2011
145.8371708,17.29834093,"Guguan","GUG-00087",3700,2011
145.8321583,17.30794022,"Guguan","GUG-00106",3701,2011
145.8004967,15.23038041,"Saipan","SAI-00117",3702,2011
145.8094524,15.24626386,"Saipan","SAI-00127",3703,2011
145.7900917,15.17512472,"Saipan","SAI-00078",3704,2011
145.7790374,15.18960086,"Saipan","SAI-00291",3705,2011
145.7827019,15.20038485,"Saipan","SAI-00187",3706,2011
145.7114754,15.25223069,"Saipan","SAI-00124",3713,2011
145.7353183,15.25651803,"Saipan","SAI-00142",3714,2011
145.7594328,15.25353634,"Saipan","SAI-00298",3715,2011
145.7533355,15.25482883,"Saipan","SAI-00417",3716,2011
145.7469072,15.25505648,"Saipan","SAI-00411",3717,2011
145.706365,15.24833067,"Saipan","SAI-00100",3722,2011
145.7234079,15.25597095,"Saipan","SAI-00221",3723,2011
145.7490979,15.25531992,"Saipan","SAI-00400",3725,2011
145.7564254,15.25379886,"Saipan","SAI-00403",3726,2011
145.1552167,14.13171248,"Rota","ROT-00062",3727,2011
145.1659054,14.11064951,"Rota","ROT-00072",3728,2011
145.2055761,14.11351268,"Rota","ROT-00121",3729,2011
145.2098587,14.11476335,"Rota","ROT-00114",3730,2011
145.167943,14.1193438,"Rota","ROT-00088",3731,2011
145.1904732,14.11255019,"Rota","ROT-00111",3732,2011
145.1307357,14.12145345,"Rota","ROT-00066",3733,2011
145.1650403,14.12767349,"Rota","ROT-00076",3734,2011
145.1814365,14.11407553,"Rota","ROT-00134",3735,2011
145.2204948,14.12226615,"Rota","ROT-00172",3736,2011
145.1953853,14.11380705,"Rota","ROT-00159",3737,2011
145.1678368,14.11504431,"Rota","ROT-00107",3738,2011
145.1361301,14.14465087,"Rota","ROT-00201",3742,2011
145.1596501,14.17066997,"Rota","ROT-00069",3743,2011
145.1767691,14.17172969,"Rota","ROT-00082",3744,2011
145.1960068,14.17565955,"Rota","ROT-00176",3745,2011
145.2101288,14.18533838,"Rota","ROT-00065",3746,2011
145.2329424,14.19781476,"Rota","ROT-00156",3747,2011
145.1251059,14.13286641,"Rota","ROT-00200",3748,2011
145.1490878,14.15774918,"Rota","ROT-00068",3749,2011
145.1836808,14.17314875,"Rota","ROT-00145",3750,2011
145.203903,14.18242207,"Rota","ROT-00078",3751,2011
145.2184564,14.19111201,"Rota","ROT-00061",3752,2011
145.2364141,14.19993413,"Rota","ROT-00120",3753,2011
145.5972048,15.05560893,"Tinian","TIN-00065",3756,2011
145.613193,15.07505151,"Tinian","TIN-00078",3757,2011
145.6250726,15.08291314,"Tinian","TIN-00177",3758,2011
145.65793,15.08659439,"Tinian","TIN-00129",3759,2011
145.6561005,15.06957184,"Tinian","TIN-00179",3760,2011
145.6505384,15.035516,"Tinian","TIN-00153",3761,2011
145.5937288,15.04022704,"Tinian","TIN-00096",3762,2011
145.6086787,15.06910052,"Tinian","TIN-00061",3763,2011
145.6318404,15.09075584,"Tinian","TIN-00092",3764,2011
145.658422,15.07773262,"Tinian","TIN-00119",3765,2011
145.6494687,15.04110027,"Tinian","TIN-00126",3766,2011
145.6626065,15.01924572,"Tinian","TIN-00116",3767,2011
145.5486053,14.83986234,"Aguijan","AGU-00100",3773,2011
145.5690495,14.84715686,"Aguijan","AGU-00079",3774,2011
145.5800492,14.86491719,"Aguijan","AGU-00078",3775,2011
145.5586668,14.86078198,"Aguijan","AGU-00118",3776,2011
145.536134,14.84943263,"Aguijan","AGU-00086",3777,2011
145.5381751,14.84304294,"Aguijan","AGU-00103",3778,2011
145.5428066,14.8367286,"Aguijan","AGU-00095",3779,2011
145.558905,14.8422299,"Aguijan","AGU-00075",3780,2011
145.5754342,14.85210218,"Aguijan","AGU-00096",3781,2011
145.576241,14.86709422,"Aguijan","AGU-00066",3782,2011
145.5502817,14.8569564,"Aguijan","AGU-00114",3783,2011
145.5371264,14.84585054,"Aguijan","AGU-00105",3784,2011
145.5306025,14.83408235,"Aguijan","AGU-00064",3785,2011
144.9331843,13.53079062,"Guam","GUA-00140",3786,2011
144.892803,13.50471142,"Guam","GUA-00361",3787,2011
144.8593297,13.46950902,"Guam","GUA-00245",3788,2011
144.8219563,13.44205476,"Guam","GUA-00468",3789,2011
144.7767706,13.37275445,"Guam","GUA-00617",3790,2011
144.7757075,13.34326406,"Guam","GUA-00189",3791,2011
144.7916766,13.41880839,"Guam","GUA-00510",3792,2011
144.899066,13.5064225,"Guam","GUA-00083",3796,2011
144.879471,13.4890816,"Guam","GUA-00348",3797,2011
144.8415725,13.45801659,"Guam","GUA-00214",3798,2011
144.8061635,13.42613267,"Guam","GUA-00488",3799,2011
144.7807065,13.39291871,"Guam","GUA-00436",3800,2011
144.7756377,13.35060921,"Guam","GUA-00595",3801,2011
144.9624264,13.5999834,"Guam","GUA-00129",3803,2011
144.9357235,13.54195003,"Guam","GUA-00269",3804,2011
144.9404961,13.56236575,"Guam","GUA-00368",3805,2011
144.9582105,13.59466013,"Guam","GUA-00107",3806,2011
144.9516656,13.60211818,"Guam","GUA-00241",3807,2011
144.9305082,13.60228272,"Guam","GUA-00153",3808,2011
144.9008731,13.62393242,"Guam","GUA-00253",3809,2011
144.8880506,13.63937021,"Guam","GUA-00199",3810,2011
144.848981,13.64638084,"Guam","GUA-00607",3811,2011
144.777844,13.32785217,"Guam","GUA-00126",3818,2011
144.7741797,13.31161181,"Guam","GUA-00136",3819,2011
144.7686773,13.29369172,"Guam","GUA-00527",3820,2011
144.7479111,13.26884592,"Guam","GUA-00343",3821,2011
144.7140063,13.24405015,"Guam","GUA-00470",3822,2011
144.6935272,13.24169174,"Guam","GUA-00579",3823,2011
144.7150304,13.24185837,"Guam","GUA-00228",3824,2011
144.7021657,13.24182174,"Guam","GUA-00644",3825,2011
144.6973016,13.24042104,"Guam","GUA-00333",3826,2011
144.6864547,13.24060628,"Guam","GUA-00454",3827,2011
144.6646314,13.2394277,"Guam","GUA-00552",3828,2011
144.6477461,13.23221046,"Guam","GUA-00600",3829,2011
144.6702548,13.46503995,"Guam","GUA-00165",3836,2011
144.7336927,13.48459192,"Guam","GUA-00117",3837,2011
144.7595535,13.48378072,"Guam","GUA-00390",3838,2011
144.7967865,13.51285804,"Guam","GUA-00391",3839,2011
144.8117399,13.55924542,"Guam","GUA-00367",3840,2011
144.8344109,13.59703825,"Guam","GUA-00467",3841,2011
144.6982212,13.47889222,"Guam","GUA-00160",3845,2011
144.7171769,13.47809058,"Guam","GUA-00598",3846,2011
144.7674319,13.49680938,"Guam","GUA-00326",3847,2011
144.8234848,13.57186153,"Guam","GUA-00634",3848,2011
144.8350926,13.60615751,"Guam","GUA-00497",3849,2011
144.6536405,13.29941958,"Guam","GUA-00150",3851,2011
144.6408575,13.33483488,"Guam","GUA-00167",3852,2011
144.6466334,13.36352195,"Guam","GUA-00601",3853,2011
144.6581846,13.39470489,"Guam","GUA-00577",3854,2011
144.6416415,13.32035515,"Guam","GUA-00170",3855,2011
144.6384238,13.35624645,"Guam","GUA-00582",3856,2011
144.6512196,13.41299529,"Guam","GUA-00478",3857,2011
144.70807,13.47907,"Guam","GUA-00395",3867,2011
144.69896,13.47812,"Guam","GUA-00178",3869,2011
144.70044,13.48076,"Guam","GUA-00500",3870,2011
144.6923,13.47369,"Guam","GUA-00147",3872,2011
144.69469,13.47475,"Guam","GUA-00238",3875,2011
144.70655,13.4807,"Guam","GUA-00260",3876,2011
144.7069,13.47967,"Guam","GUA-00610",3877,2011
144.83409,13.62522,"Guam","GUA-00090",3879,2011
