species,trophic_guild,genus,subfamily,family,order,class,superclass,diet,position
microspathodon_chrysurus,herbivores-detritivores,microspathodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
microspathodon_dorsalis,herbivores-detritivores,microspathodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
microspathodon_frontatus,herbivores-detritivores,microspathodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
neoglyphidodon_bonang,planktivores,neoglyphidodon,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,PelgDw
neoglyphidodon_carlsoni,planktivores,neoglyphidodon,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neoglyphidodon_crossi,planktivores,neoglyphidodon,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neoglyphidodon_melas,planktivores,neoglyphidodon,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neoglyphidodon_nigroris,omnivores-pelagic,neoglyphidodon,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neoglyphidodon_oxyodon,planktivores,neoglyphidodon,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neoglyphidodon_polyacanthus,planktivores,neoglyphidodon,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neoglyphidodon_thoracotaeniatus,planktivores,neoglyphidodon,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neopomacentrus_anabatoides,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_aquadulcis,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neopomacentrus_azysron,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_bankieri,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_cyanomos,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_filamentosus,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_fuliginosus,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neopomacentrus_metallicus,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_miryae,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
neopomacentrus_nemurus,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_sindensis,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_sororius,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_violascens,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
neopomacentrus_xanthurus,planktivores,neopomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
nexilosus_latifrons,omnivores-benthic,nexilosus,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
parma_alboscapularis,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
parma_bicolor,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
parma_kermadecensis,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
parma_mccullochi,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
parma_microlepis,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
parma_occidentalis,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
parma_oligolepis,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
parma_polylepis,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
parma_unifasciata,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
parma_victoriae,herbivores-detritivores,parma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_altus,herbivores-detritivores,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_apicalis,herbivores-detritivores,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_aureus,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
plectroglyphidodon_dickii,invertivores-sessile,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,InvSes,BnthDw
plectroglyphidodon_emeryi,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
plectroglyphidodon_fasciolatus,herbivores-detritivores,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_flaviventris,herbivores-detritivores,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_gascoynei,herbivores-detritivores,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_imparipennis,invertivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
plectroglyphidodon_insularis,herbivores-detritivores,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_johnstonianus,invertivores-sessile,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
plectroglyphidodon_leucozonus,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_marginatus,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
plectroglyphidodon_obreptus,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
plectroglyphidodon_phoenixensis,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
plectroglyphidodon_randalli,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
plectroglyphidodon_sagmarius,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
plectroglyphidodon_sindonis,omnivores-benthic,plectroglyphidodon,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pomacentrus_adelus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_agassizii,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_albicaudatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_albimaculus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthAs
pomacentrus_alexanderae,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthAs
pomacentrus_alleni,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_amboinensis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_aquilus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_arabicus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_armillatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_atriaxillaris,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_aurifrons,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_auriventris,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_australis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_azuremaculatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_baenschi,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_bankanensis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_bintanensis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_bipunctatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_brachialis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pomacentrus_burroughi,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_caeruleopunctatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_caeruleus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_callainus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_chrysurus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_coelestis,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_colini,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_cuneatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_emarginatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_flavioculus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_geminospilus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_grammorhynchus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_imitator,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_indicus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_javanicus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_komodoensis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_lepidogenys,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_leptus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_limosus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_littoralis,herbivores-detritivores,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_maafu,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_magniseptus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_melanochir,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_microspilus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_milleri,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_moluccensis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_nagasakiensis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_nigromanus,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_nigromarginatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_opisthostigma,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_pavo,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_philippinus,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pomacentrus_pikei,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_polyspinus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_proteus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_reidi,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_rodriguesensis,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
pomacentrus_saksonoi,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
pomacentrus_similis,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_simsiang,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_smithi,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_spilotoceps,omnivores-pelagic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_stigma,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_sulfureus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_taeniometopon,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_trichrourus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_trilineatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_tripunctatus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_vaiuli,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomacentrus_wardi,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomacentrus_xanthosternus,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomacentrus_yoshii,omnivores-benthic,pomacentrus,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
pomachromis_exilis,omnivores-pelagic,pomachromis,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomachromis_fuscidorsalis,omnivores-pelagic,pomachromis,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
pomachromis_guamensis,omnivores-pelagic,pomachromis,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pomachromis_richardsoni,omnivores-pelagic,pomachromis,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pristotis_cyanostigma,omnivores-pelagic,pristotis,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pristotis_obtusirostris,omnivores-pelagic,pristotis,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_abruptus,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_acares,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_agilis,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_alleni,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pycnochromis_amboinensis,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_atripes,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_bami,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_caudalis,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pycnochromis_delta,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_dimidiatus,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_fatuhivae,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_flavipectoralis,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_fieldi,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_hanui,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_iomelas,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_leucurus,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_lineatus,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_margaritifer,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_nigrurus,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_ovatiformis,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pycnochromis_retrofasciatus,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BnthDw
pycnochromis_vanderbilti,planktivores,pycnochromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
similiparma_hermani,herbivores-detritivores,similiparma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
similiparma_lurida,herbivores-detritivores,similiparma,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_acapulcoensis,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_adustus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_albifasciatus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_arcifrons,omnivores-benthic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_baldwini,omnivores-benthic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_beebei,omnivores-benthic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_diencaeus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_flavilatus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_fuscus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_imbricatus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_lacrymatus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_leucorus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_leucostictus,omnivores-pelagic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,PelgDw
stegastes_limbatus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_lividus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_lubbocki,omnivores-pelagic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,PelgDw
stegastes_nigricans,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_otophorus,omnivores-benthic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_partitus,omnivores-pelagic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,PelgDw
stegastes_pelicieri,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
stegastes_pictus,omnivores-pelagic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,PelgDw
stegastes_planifrons,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
stegastes_punctatus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_rectifraenum,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_redemptus,omnivores-benthic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_rocasensis,omnivores-benthic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
stegastes_sanctaehelenae,omnivores-pelagic,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Plktiv,PelgDw
